report,source,authored_at,author,status,incident_title,incident_category,important,place_name,note,relevant
RT @sir_lozy: Still waiting for a new verification machine. People getting restless. Dome kwabenya #ghanadecides,Twitter,12/7/2012 16:18,RicagLOL,workingonit,Verification Machine,Verification,yes,Dome Kwabenya,"Might have been created before, but the message says they are still waiting for the machine",y
"CODEO just released the Election Day Midday Statement...what do our 4000 PVT observers say?

Reports received from CODEO Observers indicate that 99% of polling stations had biometric verification machines at setup.

At 99% of polling stations, CODEO PVT Observers could confirm that the presidential and parliamentary ballot boxes were shown to be empty, sealed and placed in public view before the commencement of voting.",CODEO Facebook,12/7/2012 16:13,Coalition Of Domestic Elections Observers - CODEO,,,,,,,
"Was it a mistake, most of the breakdowns are in the ndc strong holds *northern region*",Twitter,12/7/2012 16:13,kwabrainz,,,,,,,
#UN Nuclear plants near the region that was hit by a 7.3 magnitude earthquake off the eastern coast of Japan app... http://t.co/2OjoTf1I,Twitter,12/7/2012 16:18,KamalFaridi,,,,,,,
#UN Nuclear plants near the region that was hit by a 7.3 magnitude earthquake off the eastern coast of Japan app... http://t.co/Fsev6Vfs,Twitter,12/7/2012 16:18,kamaluf,,,,,,,
#UN Nuclear plants near the region that was hit by a 7.3 magnitude earthquake off the eastern coast of Japan app... http://t.co/olNK48vS,Twitter,12/7/2012 16:18,Zalimteacher,,,,,,,
The British High Commission visited the National situation room #ESRGhana #ghanaelections #ghanadecides http://t.co/Fog3MSl5,Twitter,12/7/2012 16:18,IDEGGhana,,,,,,,
"These Machomen stealing ballot boxes, take ur b)l33 go do olympics or somtin 33, behaving like Rozzay is sitting on ur destiny",Twitter,12/7/2012 16:21,mr_julz,,,,,,,
Akwetia asks for more ballot papers; they voted for the wrong presidential candidates @ghanaelections @africanewsfeed @peacefmonline,Ghana Votes Facebook,12/7/2012 16:21,Ghana Votes,,,,,,,
Kwashieman cluster of schoolsâ€¦ macho men are parading the polling stationsâ€¦no incident yet #ghanadecides,Twitter,12/7/2012 16:29,bigxghdotcom,workingonit,Macho men surrounding polling station,Macho men,yes,Kwashieman cluster of schools,,Y
CODEO Midday Statement-86% of polling stations were set up so voters could mark their ballots in secret #ghanadecides #codeo,Twitter,12/7/2012 16:23,CodeoElections,,,,,,,
The crowd gathered the EC office are hooting are the security officers #ghanadecides #ghanaelections,Twitter,12/9/2012 17:21,bigxghdotcom,,,,,,,
CODEO midday statement-Almost all polling stations (95%) were accessible to persons with disability and the elderly #ghanadecides #codeo,Twitter,12/7/2012 16:24,CodeoElections,,,,,,,
verification machine is disenfranchising- northern region chiefs. @ghanaelection #ghanaelections @VoicesOfAfrica @joyonlineghana,Twitter,12/7/2012 16:25,ghanaelections,,,,,,,
De results for dis elections will never be legit lol.. De verification device is messed up in more than 20 polling stations . Ei ghana. Lol,Twitter,12/7/2012 16:26,soulpee,,,,,,,
RT @ghanaelections: verification machine is disenfranchising- northern region chiefs. @ghanaelection #ghanaelections @VoicesOfAfrica @jo ...,Twitter,12/7/2012 16:27,AtoKwamina35,,,,,,,
"Of population or of registered voters? --&gt; ""@kenyanpundit: 79% turnout in Ghana elections. Impressive. #ghanadecides""",Twitter,12/10/2012 3:54,kiagiri,,,,,,,
â€œ@bigxghdotcom: From Nsuta Kwamang: verification machines only picking fingerprints after voters washed hands with Coca Cola! #ghanadecidesâ€,Twitter,12/7/2012 16:28,am_Huuhh,,,,,,,Y
"CODEO Midday Statement-NDC and NPP had their polling agents at almost all polling stations (i.e. NDC, 99% and NPP, 99%) #codeo #ghanadecides",Twitter,12/7/2012 16:35,CodeoElections,,,,,,,
So the EC bought Made in China machines huh??? machine break down nkoaaaaa #ghanadecides #ghvotes #ghaelections,Twitter,12/7/2012 16:33,iTweet_Up,,,,,,,
