report,source,authored_at,author,status,incident_title,incident_category,important,place_name,note
Lol I feel the whole election was on FREE SHS &gt;&gt;&gt; YES WE CAN &amp; NO YOU CAN'T...#ghanadecides #ghanaelections,Twitter,12/7/2012 21:57,eric_hackman,,,,,,
"Lâ˜ºL.""@kakra_: Ei Niggas in Tamale!! Some nigga took the verification machine away!!! Now vote erh? LMAO dun play with those niggas #walaahi""",Twitter,12/7/2012 21:58,Nana_abeiku,,,,,,
Polling stations affected by biometric verification malfunction today will be open tomorrow 4 pple who cldn't vote today. #ghanaelection,Twitter,12/7/2012 22:03,MsAbenaAnnan,,,,,,
i hope it's not true that the EC did not do the basic multiplication of number of voters by average voting time #ghanadecides,Twitter,12/7/2012 22:04,kobina,,,,,,
"So dis woman took hr son to 1 shs in de eastern region last week,widout result slip nd askd 4 hr son to be admitted instantly.#free educ LOL",Twitter,12/7/2012 22:06,Mz_Mawusi,,,,,,
"RT @Mz_Mawusi: So dis woman took hr son to 1 shs in de eastern region last week,widout result slip nd askd 4 hr son to be admitted insta ...",Twitter,12/7/2012 22:08,Ajeiiii,,,,,,
Tune in Sunday at 4pm to hear us talk about the events unraveling in the eastern region of the Democratic... http://t.co/NR9RIDVZ,Twitter,12/7/2012 22:09,GlobeTrotWNYU,,,,,,
NPP Office @ Amasaman: Machomen invade premises and destroy properties alleging NPP is in possession of some ballot boxes (NOT RIGHT),Twitter,12/7/2012 22:12,SarDineOiL_911,,,,,,
RUMORS reaching me is that in the Volta region most of the verification machine were faulty but voting still went on #ghanadecides,Twitter,12/7/2012 22:22,KwAmE_YoGhUrT,ignored,Voting allowed inspite of verification devices failure,Verification,yes,volta region,"voting takes place although verification devices fail in some parts of volta Region
-Samuel Dzidzornu,22:30GMT

Samuel Ako:
start time - 10:50pm
stop time - 11: 23pm    No response recieved"
NPP Office @ Amasaman: Machomen invade premises and destroy properties alleging NPP is in possession of some ballot boxes #ghanadecides,Twitter,12/7/2012 22:14,quabyna88,,,,,,
#ghanaelections : Early days yet but judging from the trend of results trickling in so far victory beckons @NanaAkufo-Addo,Twitter,12/7/2012 22:14,ObengFrimpong,,,,,,
"""@therealkaygee: NDC lost in all three major universities"" Evn University students want free SHS, lol #ghanadecides #votes #ghanaelections",Twitter,12/7/2012 22:24,ClaudeAyitey,,,,,,
Remaining 15% of polling stations were either still open with people in the queue at 5pm ...#ghanadecides #codeo,Twitter,12/7/2012 22:24,CodeoElections,,,,,,
"I think ayariga,nduom,odike,mr lartey n da independent dude shd combine n 4m d #BINARYparty wid d slogan-ones n zeroes",Twitter,12/7/2012 22:25,i_rre_sis_tible,,,,,,
or polling stations where voting had been suspended due to problems encountered with the biometric verification machine #ghanadecides# codeo,Twitter,12/7/2012 22:25,CodeoElections,,,,,,
Nii Okai Laryea of ndc has gathered some boyz spoiling NPP office at amasaman,Twitter,12/7/2012 22:25,iamzibit,,,,,,
Votersâ€™ biometric information was verified prior to voting at 99% of polling stations. #hghanadecides #codeo,Twitter,12/7/2012 22:27,CodeoElections,,,,,,
Biometric verification machines failed at some point during voting at 18% of polling stations. #ghanadecides #codeo,Twitter,12/7/2012 22:28,CodeoElections,,,,,,
""": NPP Office @ Amasaman: Machomen invade premises and destroy properties alleging NPP is in possession of some ballot boxes""",Twitter,12/7/2012 22:28,fredantw,,,,,,
I like the way the various media houses in Ghana are making good use of the Google Maps API. #MyMindDey #ghanadecides #ghanaelections,Twitter,12/7/2012 22:30,ClaudeAyitey,,,,,,
@KhaleenaTetteh wot dey go on b day NDC ppl dey steal ballot boxes,Twitter,12/7/2012 22:34,BraBrobbey,,,,,,
Most problems with biometric verification machines  in Greater Accra (33 % of polling stations) http://t.co/dJdJmsVM #ghanadecides #codeo,Twitter,12/7/2012 22:39,CodeoElections,,,,,,
@JohnDramaniMahama RT @atokd: Could someone please confirm to me who's keeping watch over the ballot boxes?,Twitter,12/7/2012 22:40,BlameGame7,,,,,,
"At 99% of polling stations, only those whose names appeared on the votersâ€™ register were allowed to vote. #ghanadecides #codeo",Twitter,12/7/2012 22:41,CodeoElections,,,,,,
"At 98% of polling stations, only those whose biometric details could be verified were allowed to vote. #ghanadecides #codeo",Twitter,12/7/2012 22:41,CodeoElections,,,,,,
"At 85% of the polling stations, one or more persons with disability or elderly persons were assisted to vote. #ghanadecides #codeo",Twitter,12/7/2012 22:42,CodeoElections,,,,,,
@EL_repGH After the elections we go sing some #halle_luah #halle_luah #halle_luah #halle_luah #halle_luah #ghanadecides,Twitter,12/7/2012 22:43,mjavada,,,,,,
"The results coming from various polling stations in Ketu South have been ""#Ayarigated"" @gamelmag  @GhanaDecides  #ghanadecides",Twitter,12/7/2012 22:48,Enock4seth,,,,,,
"the stress on #obama today doesn't come close to that on a man called kwadwo afari-gyan, electoral commissioner of #ghanadecides",Twitter,12/7/2012 22:49,kobina,,,,,,
"Biometric verification machines failed at some point during voting at 18% of polling stations. #ghanadecides #codeo""",Twitter,12/7/2012 22:52,AllBlaqk,,,,,,
NPP recapture 8 central region including Dep Attorney General seat. #ghanaElections #ghanadecides,Twitter,12/7/2012 22:53,omgGhanaDotCom,,,,,,
"""@omgGhanaDotCom: NPP recapture 8 central region including Dep Attorney General seat. #ghanaElections #ghanadecides""",Twitter,12/7/2012 22:54,extroshi,,,,,,
Finally! sum good news RT @omgGhanaDotCom: NPP recapture 8 central region including Dep Attorney General seat. #ghanaElections #ghanadecides,Twitter,12/7/2012 22:54,jampadu,,,,,,
"NPP recapture 8 central region including Dep Attorney General seat. #ghanaElections #ghanadecides""",Twitter,12/7/2012 22:54,AllBlaqk,,,,,,
Blackouts at many polling stations. Polling officials having difficulty counting due to poor lighting and no lamps from EC. #GhanaDecides,Twitter,12/7/2012 22:56,GhanaDecides,ignored,Blackout Several Polling Stations,,yes,unknown ,"was reported by @GhanaDecides

*by: Sarsah 23:21, Friday.
*by Linda 23:30,Friday
no response from ghanadecides"
Ebo Barton Oduro !! RT @bigxghdotcom NPP recapture 8 central region including Dep Attorney General seat. #ghanaElections #ghanadecides,Twitter,12/7/2012 22:56,Sam_Europe,,,,,,
NPP is winning graciously!volta n northern region....Its expected but not shaken,Twitter,12/7/2012 22:56,maame_kuukua,,,,,,
This meme just killed me... #lol #lmfao #ghana #elections2012 #ghanadecides #ayariga ... Still can't stop la http://t.co/y6q1faAC,Twitter,12/7/2012 22:58,kofiDaVandal,,,,,,
"@officialdale #dale 5.6-magnitude quake hits eastern New Guinea region, Papua New Guinea: An e... http://t.co/6FDo0ow9 @yourtowndale #rt",Twitter,12/7/2012 23:04,The_BNP_UK,,,,,,
"JOIN THE BNP HERE: 5.6-magnitude quake hits eastern New Guinea region, Papua New Guinea: An... http://t.co/6FDo0ow9 #littleborough #bury",Twitter,12/7/2012 23:04,The_BNP_UK,,,,,,
"PAKIS RAPE KIDS: 5.6-magnitude quake hits eastern New Guinea region, Papua New Guinea: An ear... http://t.co/RPTk5qMD #edl #bnp #bfp #nf",Twitter,12/7/2012 23:04,PAKISLIKEKIDS,,,,,,
"PAKIS RAPE KIDS: 5.6-magnitude quake hits eastern New Guinea region, Papua New Guinea: An ea... http://t.co/RPTk5qMD #edl #bnp #bfp #mdl",Twitter,12/7/2012 23:04,PAKISLIKEKIDS,,,,,,
"PAKIS RAPE KIDS: 5.6-magnitude quake hits eastern New Guinea region, Papua New Guinea: An eart... http://t.co/RPTk5qMD @Ewok_League #mdl",Twitter,12/7/2012 23:04,PAKISLIKEKIDS,,,,,,
"PAKIS RAPE KIDS: 5.6-magnitude quake hits eastern New Guinea region, Papua New Guinea: An ea... http://t.co/3xgKLQnA #edl #bnp #bfp #sdl",Twitter,12/7/2012 23:04,PAKIS_LOVE_KIDS,,,,,,
"PAKIS RAPE KIDS: 5.6-magnitude quake hits eastern New Guinea region, Papua New Guinea: An ear... http://t.co/RPTk5qMD #oldham #middleton",Twitter,12/7/2012 23:04,PAKISLIKEKIDS,,,,,,
"JOIN THE BNP HERE: 5.6-magnitude quake hits eastern New Guinea region, Papua New Guinea: An e... http://t.co/6FDo0ow9 #rochdale #heywood",Twitter,12/7/2012 23:04,The_BNP_UK,,,,,,
"ROCHDALIANS LOVE ME 5.6-magnitude quake hits eastern New Guinea region, Papua New Guinea: An... http://t.co/Vv0CtcpX #rochdale #bury #rt",Twitter,12/7/2012 23:04,A_Rochdale_Man,,,,,,
"""@SarDineOiL_911: NPP recapture 8 central region including Dep Attorney General seat. #ghanaElections #ghanadecides""",Twitter,12/7/2012 23:05,Kuukua_xx,,,,,,
"RT @The_BNP_UK: JOIN THE BNP HERE: 5.6-magnitude quake hits eastern New Guinea region, Papua New Guinea: An... http://t.co/6FDo0ow9 #lit ...",Twitter,12/7/2012 23:06,wargapapua,,,,,,
"RT @PAKIS_LOVE_KIDS: PAKIS RAPE KIDS: 5.6-magnitude quake hits eastern New Guinea region, Papua New Guinea: An ea... http://t.co/3xgKLQn ...",Twitter,12/7/2012 23:06,wargapapua,,,,,,
"RT @The_BNP_UK: JOIN THE BNP HERE: 5.6-magnitude quake hits eastern New Guinea region, Papua New Guinea: An e... http://t.co/6FDo0ow9 #r ...",Twitter,12/7/2012 23:06,wargapapua,,,,,,
"RT @PAKISLIKEKIDS: PAKIS RAPE KIDS: 5.6-magnitude quake hits eastern New Guinea region, Papua New Guinea: An ear... http://t.co/RPTk5qMD ...",Twitter,12/7/2012 23:06,wargapapua,,,,,,
"RT @PAKISLIKEKIDS: PAKIS RAPE KIDS: 5.6-magnitude quake hits eastern New Guinea region, Papua New Guinea: An ea... http://t.co/RPTk5qMD  ...",Twitter,12/7/2012 23:06,wargapapua,,,,,,
Uhhh Ghana so why are we like that?! What are you stealing the ballot boxes for? Hoh mo ngyae saa!,Twitter,12/7/2012 23:06,ZaZaTweets_,,,,,,
President JohnDramaniMahama is meeting the press tomorrow at Cantoments. 6AM sharp. #ghanadecides #ghanaelections,Twitter,12/7/2012 23:07,bigxghdotcom,,,,,,
BREAKING: EC has confirmed multimedia's prediction of JohnDramaniMahama winning the 2012 elections - JoyTV #ghanadecides #ghanaelections,Twitter,12/9/2012 21:10,dat_AdiscoGuy,,,,,,
"Due to ECâ€™s decision to extend voting, we'll send observers to polling stations where voting has been suspended. #ghanadecides #codeo",Twitter,12/7/2012 23:10,CodeoElections,,,,,,
