report,source,authored_at,author,status,incident_title,incident_category,important,place_name,note
".NDC Is Coasting To One Touch Victory

By Margaret Jackson

December 8, 2012

The Joy News, Peace FM, and Adom FM among others did something yesterday that they were very good at: Sending panic waves among the NDC supporters.

What they did was to announce some series of Presidential and Parliamentary results that NanaAkufo-Addo and some NPP parliamentary candidates had won. For well over FOUR hours after the polls closed, they consistently announced results that favoured the NPP leaving some NDC stalwarts crestfallen and in panic mode.

But unbeknown to the teeming NDC supporters and the Ghanaian populace, the results were far from what was being churned out by these radio stations. Clearly, the NDC did far better than what was being portrayed.

The NDCâ€™s own internal exit polls have shown startling results: The NDC IS COASTING TO A ONE TOUCH VICTORY. That is my prediction and itâ€™s not going to be close. The NDC is sure to cause a political tsunami when the final results are announced. I can say with all certainty thatNanaAkufo-Addo will go down real hard.

Therefore, I am urging all NDC supporters to remain calm. God has done it. Those who could not vote in certain areas due to the malfunctioning of voting machines and other hiccups should go and exercise their votes today.

It is looking really good for the NDC. The party has done enough to cage the NPP at where it wants it to be. I can say with all Joy that when the results finally trick in from the EC, the NDC supporters will have something to laugh about.

Indeed the Battle Was The Lordâ€™s and HE HAD DONE IT FOR THE NDC. AMEN!

http://majjacks80.blogspot.com magjackson80@yahoo.com",GBC Facebook,12/8/2012 8:02,Ampratwum Saafoh Stephen Saafoh,,,,,,
"RT @point_noted: ""@Sumani_GATES: I hear they are almost done wit the ashanti region votes nd not a word yet from the 3 northern regions  ...",Twitter,12/8/2012 8:04,Keli_BPhase,,,,,,
"Provisional Prez results (ADOM TV):WESTERN REGION CONSTITUENCY (SHAMAH):NDC leads w/ 19,750 votes &amp; by NPP w/ 15,972 votes. #ghanaelections",Twitter,12/8/2012 8:05,MsAbenaAnnan,,,,,,
RT @Sumani_GATES: I hear they are almost done with the ashanti region votes and not a word yet from the 3 northern regions and most of V ...,Twitter,12/8/2012 8:07,Mickfuture,,,,,,
@isaac_ahli ah ashanti region chao ibi nw volta then northern dey kam,Twitter,12/8/2012 8:09,senyosallah,,,,,,
#NDC winning all seats in one of the northern regions..after all the #freeshs thing...#hahaha,Twitter,12/8/2012 8:10,Mickfuture,,,,,,
seems rejected ballot papers are less this tym round #ghanadecides,Twitter,12/8/2012 8:12,Ahiabuprince,,,,,,
From 16 Constituents...NDC-43.31%...NPP-49.87%....NB:- none of de Ashanti region constituents hav bin added YET nd No northern nd sum volta,Twitter,12/8/2012 8:10,K_Sliqbaq_jnr,,,,,,
"@ghanaelections Prez results Amasaman: NDC - 34,899; NPP - 22,200 #ghanaelections",Twitter,12/8/2012 8:13,Ghana125,,,,,,
"Now the Volta region and the 3 northern regions are just battle each other to take the title which one becomes the NDC world bank"" k3k3",Twitter,12/8/2012 8:14,Cyssea,,,,,,
"Provisional Prez results: UPPER WEST REGION LAWRA: NDC leads w/ 13,739 votes, NPP follows w/ 5,538 votes. #ghanaelections #ghana",Twitter,12/8/2012 8:18,multitvworld,,,,,,
"Provisional Prez results via ADOM TV: UPPER WEST REGION LAWRA: NDC leads w/ 13,739 votes, NPP follows w/ 5,538 votes. #ghanaelections #ghana",Twitter,12/8/2012 8:19,MsAbenaAnnan,,,,,,
"""@ghanaelections: Prez'tal results updates: 30 of 275Constituencies ,NDC 711,478 -55.10%,NPP 563,968-43.67%",Twitter,12/8/2012 8:20,Elyzerh,,,,,,
"Provisional Prez results: VOLTA REGION CONSTITUENCY ADAKLU: NDC leads with 12,459 votes &amp; NPP follows with 802 votes. #ghanaelections #ghana",Twitter,12/8/2012 8:22,multitvworld,,,,,,
I forsee a second round in this elections #ghaelections #ghanadecides #ghvotes,Twitter,12/8/2012 8:23,iTweet_Up,,,,,,
certified results from #takwa NPP retains seat,Twitter,12/8/2012 8:24,BergIsaac,,,,,,
@LfcTikiTaka significant changes in numbers esp in eastern region and central..mahama did better in places atta mills didn't likewise Nana,Twitter,12/8/2012 8:27,Im_SeanBudu,,,,,,
So what we placed so much faith in machines for elections we did not make back up plans? #ghanadecidesâ€,Twitter,12/8/2012 8:29,Jukensean,,,,,,
My reading of provionsional polling station results indicates #NDC are neck and neck with #NPP...Oh boy! #ghanadecides,Twitter,12/8/2012 8:30,mappiahduku,,,,,,
"NDC strong places ""@Elyzerh: ""@ghanaelections: Prez'tal results updates: 30 of 275Constituencies ,NDC 711,478 -55.10%,NPP 563,968-43.67%""",Twitter,12/8/2012 8:33,tall_blaq_boy,,,,,,
@akwasisarpong d BBC is an exception here.Our elections has barely gotten mentioned on other major international networks. #ghanadecides,Twitter,12/8/2012 8:45,bernard_anim,,,,,,
"2008 we got 2 regions, but now Brong ahafo come join, Wey Bawumea boost the northern votes,@nana_topen1",Twitter,12/8/2012 8:52,equitygideon,,,,,,
"""RT @nickhotor: #YouNeedToUnderstandThat Ghana will be the eventual winner of this elections"" #ghanadecides",Twitter,12/8/2012 8:53,ClaudeAyitey,,,,,,
NPP wins Agona West presidential elections but loses seat to NDC #ghanadecides,Twitter,12/8/2012 8:58,readJerome,,,,,,
"Cc @nanay_aw @ghanaelections: #ghanaelections: Kwadaso Constituency Presidential result NDC 10,374; NPP 57,533 NPP retains seat #worldbank",Twitter,12/8/2012 8:59,Yoofi_arthur,,,,,,
Voting still continues today at places where materials delayed and/or the machine broke down. #ghanadecides #ghvotes #ghanaelections,Twitter,12/8/2012 9:03,felixtetteh,,,,,,
So places like the Volta And Upper Regions are still voting according to tribe. Blindly NDC followers. #ghvotes #ghanadecides #ghelections,Twitter,12/8/2012 9:07,felixtetteh,,,,,,
@GKunion   michelle bridgeman  billericay  town   ladies    v stevenage eastern region  womans  premier  league,Twitter,12/8/2012 9:12,Steve007adams,,,,,,
2 new seats for #ndc in the ashanti region,Twitter,12/8/2012 9:26,Iamdzifakofi,ignored,Two new Seats for NDC in the Ashanti Region,Results,yes,Ashanti Region,Albert @ 9:36am
"""@QwajoJedidiah: Out of 500 People in Adidome 17,560 voted NDC Volta region 4 U"" how is this possible?",Twitter,12/8/2012 9:33,Slashdre,ignored,Alleged Fraud,Fraud,yes,Adidome,"Alleged fraud

Resilved Hadi - 9.52"
"#ndc leadin in all da northern regions and in volta and in most part of cape coast, western and asawasi in de ashanti region",Twitter,12/8/2012 9:23,Pooke_Barbie,,,,,,
"Ask again ooo aaaba!!! RT @Slashdre: ""@QwajoJedidiah: Out of 500 People in Adidome 17,560 voted NDC Volta region 4 U"" how is this possible?",Twitter,12/8/2012 9:36,healmev,,,,,,
"haha u c nothing yet ""@QwajoJedidiah: Out of 500 People in Adidome 17,560 voted NDC volta region 4 U"" how is this possible?",Twitter,12/8/2012 9:39,wizafredGh,,,,,,
"Samia nkrumah,has lost her seat at jamora to e ndc!!if i culd c her now ill sayy ""BITCH pleeaase!!!"" lmao",Twitter,12/8/2012 9:40,my_bro_nokio,,,,,,
npp shd not think gh is only ashanti n eastern region ....,Twitter,12/8/2012 9:44,Graham42Maxi,,,,,,
There were some cases of ballot boxes snatching at certain centre is Southern Ghana but the snatchers were caught @afunzo @golujide,Twitter,12/8/2012 9:46,roll_up_kofi,,,,,,
The ppl of Ghana pledged to hold peaceful elections and everyone's been on guard to ensure that  @afunzo @golujide @ghanadecides,Twitter,12/8/2012 9:48,roll_up_kofi,,,,,,
Tamale is voting in all of its polling stations. @ghanaelections @Africanelection @GhanaDecides @CIMA_Media #ghanadecides,Twitter,12/8/2012 9:53,Enock4seth,,,,,,
@ghanaelections According to Joy News(Multi TV) results from 55 constituencies show that NDC is leading 52.23% and NPP follows with 46.3%,Twitter,12/8/2012 9:54,Ghana125,,,,,,
ashanti region total voter base: 2.5million....volta: 1.5million...northern: 1.2million..the big minds cn tell wat tis means,Twitter,12/8/2012 10:01,qweku1on1,,,,,,
big shots losing their seats @GhanaSMTC #ghanaelections #ghanadecides http://t.co/UHrbeGm5,Twitter,12/8/2012 10:05,TechyAfrica,,,,,,
"""@qweku1on1: ashanti region total voter base: 2.5million....volta: 1.5million...northern: 1.2million..the big minds cn tell wat tis means""",Twitter,12/8/2012 10:05,miki_brix,,,,,,
Certified K.E.E.A results via EC http://t.co/R2vF1GE3 @GhanaSMTC #ghanaelections #ghanadecides,Twitter,12/8/2012 10:08,TechyAfrica,,,,,,
Ei Ghana... Now having a transmission centre at Kasoa where ballot boxes are tempered with without the knowledge of some political parties?,Twitter,12/8/2012 10:17,SirFerddie,,,,,,
Big minds dont win .Ever. RT @qweku1on1: ashanti region total voter base: 2.5million....volta: 1.5million...northern: 1.2million..the big mi,Twitter,12/8/2012 10:21,Korku_3,,,,,,
"#ghanaelections TOO EARLY to make any sense out of #ghana #elections #results, more data is even required to know who is  leading",Twitter,12/8/2012 10:29,ghanaelections,,,,,,
Follow the election results map by @GoogleAfrica here: http://t.co/slqPU7oS #GhanaDecides via @MacJordaN #ghanaelections,Twitter,12/8/2012 10:29,MarnixSegers,,,,,,
"#ghanaelections TOO EARLY to make any sense out of #ghana #elections #results, more data is even required to know who is leading",Twitter,12/8/2012 10:31,zionfelixdottk,,,,,,
just heard ndc have increased their seats in the ashanti region..nice,Twitter,12/8/2012 10:29,nanagyassi,,,,,,
#ghanadecides #ghana #ghanadecides2012 #elections #voting #kwabenadanso heres another vote accomplished. Wat http://t.co/PruYzd6C,Twitter,12/8/2012 10:40,kwabenad1,,,,,,
#ghanadecides #ghanadecides2012 #ghana #voting #elections #kwabenadanso and now the parliamentary http://t.co/B78GdXuf,Twitter,12/8/2012 10:40,kwabenad1,,,,,,
"#ghana #elections #ghanadecides #ghanadecides2012 #kwabenadanso #voting in the booth, decision time http://t.co/2X77KfEx",Twitter,12/8/2012 10:39,kwabenad1,,,,,,
#ghanadecides #ghana #ghanadecides2012 #elections #voting #kwabenadanso heres another vote accomplished. Wat http://t.co/odc8r7CG,Twitter,12/8/2012 10:40,kwabenad1,,,,,,
so #NPP wins Tema East with a 3-vote margin??? #ghanadecides #ghanaelections,Twitter,12/8/2012 10:41,AtheistGhanaian,,,,,,
Were the verification machines made in #China? I guess...#ghanadecides,Twitter,12/8/2012 10:41,Enock4seth,,,,,,
"@rashidair @ghanaelections @GhanaDecides So what are preliminary results? I was following the process on media, like - http://t.co/tBO3F4ze",Twitter,12/8/2012 10:41,ramupetu,,,,,,
"currently, NPP leads with 50.72% and NDC  has 47.82% in the presidential results. @ghanaelections @a24media @Africanelection",Twitter,12/8/2012 10:46,ghanaelections,,,,,,
Still short of info? Cc @citi973 @joy997fm @ghanaelections @ghanadecides ......,Twitter,12/8/2012 10:49,JesseBrite,,,,,,
"by regions, based on results so far  NPP-  ashanti, eastern, brong ahafo and western  NDC- volta, upper west,... http://t.co/lR1G7ypp",Twitter,12/8/2012 10:49,miki_djan,,,,,,
"Cc @AmaTmbabe13 u dey lead? ""@ghanaelections: currently, NPP leads with 50.72% and NDC has 47.82 in the presidential http://t.co/Ve0dk4ts co",Twitter,12/8/2012 10:57,Kobby_StarBoi,,,,,,
@ghanaelections #GhanaElections @GhanaDecides NPP parliamentary candidate poised to contest parliamentary results in court,Twitter,12/8/2012 10:57,GhanaSMTC,,,,,,
@ghanaelections #GhanaElections NPP parliamentary candidate poised to contest parliamentary results from Herman Lower Denkyira in court,Twitter,12/8/2012 10:58,GhanaSMTC,,,,,,
10 seats for npp in northern region,Twitter,12/8/2012 11:01,Winning_Nana,,,,,,
#GhanaElections @ghanaelections NPP parlmentary cndate poised to contest parlmentary results from Herman Lower Denkyira in court,Twitter,12/8/2012 11:03,GhanaSMTC,,,,,,
in UK we r waitin in anticipation 4 the final results. Q: how much influence will broadcasted results have on voters? #ghanadecides,Twitter,12/8/2012 11:04,Bilal_east,,,,,,
NPP/NDC rallies 5 Dec were shows of force but only one can win. Voting + results delayed one day #ghanaelections http://t.co/oowkC4dt,Twitter,12/8/2012 11:05,MikkelRytter,,,,,,
NPP need to catch up by giving a gap of more than 150k from Subin and Manhyia. Herculean I must say..forget the undeclared northern region,Twitter,12/8/2012 11:08,hakimkelvin,,,,,,
"Provisional Prez results: EASTERN REGION - BEREKUM WEST: NPP leads w/ 10,189 votes and NDC follows w/ 7,750 votes. #ghanaelections",Twitter,12/8/2012 11:10,multitvworld,,,,,,
NPP's Mr. Joseph Nayan has lost his parliamentary seat to NDc's Oti Bless in the Nkwanta North Constituency (V/R) #ghanadecides,Twitter,12/8/2012 11:11,bigxghdotcom,,,,,,
"Provisional Prez results: EASTERN REGION - BEREKUM EAST: NPP leads w/ 22,888 votes and NDC follows w/ 16,718 votes. #ghanaelections #ghana",Twitter,12/8/2012 11:12,multitvworld,,,,,,
AND NPP also increased their seats in de northern region  RT @nanagyassi: @cashblaze_loso and ndc increased their seat in the ashanti region,Twitter,12/8/2012 11:14,Cashblaze_Loso,,,,,,
"Provisional Prez results: ASHANTI REGION CONSTITUENCY - SUBIN: NPP leads w/ 47,285 votes and NDC follows w/ 18,328 votes. #ghanaelections",Twitter,12/8/2012 11:16,justricki4u,,,,,,
@ghanaelections According to Joy News(Multi TV) results from 64 constituencies show that NDC is leading 50.05% and NPP follows with 48.51%,Twitter,12/8/2012 11:18,Ghana125,,,,,,
is #SamiaNkrumah overthrow the end of #CPP? That's really symbolic though #ghanaelections2012 #ghanadecides #ghana,Twitter,12/8/2012 11:19,thePOEET,,,,,,
We've been asking for Peaceful Elections! I guess its time to ask for Transparent elections as well! #NonPartisan #ghanadecides,Twitter,12/8/2012 11:24,lexisbill,,,,,,
It's like Y Fm is not in Ghana at all. Nothing on the elections. Mmmmm... #ghvotes #ghanadecides #ghanaelections #letsvote,Twitter,12/8/2012 11:26,felixtetteh,,,,,,
Oh GHANA!!! #ghanaelections #ghanadecides #ghelect,Twitter,12/9/2012 22:32,EdwardOhenebeng,,,,,,
I luv how the results keep swinging on my screen. #ghanadecides #ghanaelections. #knust,Twitter,12/8/2012 11:35,Fluoy_TheHybrid,,,,,,
Now the Volta region and the 3 northern regions are just battle each other to take the title which one becomes the NDC world bank,Twitter,12/8/2012 11:36,danceworksin5,,,,,,
"Provisional Prez results: VOLTA REGION CONSTITUENCY (NORTH DAYI) â€“ NDC leads w/ 16,029 votes and NPP follows w/ 4,280 votes. #ghanaelections",Twitter,12/8/2012 11:37,multitvworld,,,,,,
2 ballot boxes missing in #Zabzugu. holding up results there. #GhanaDecides @somedshahadu,Twitter,12/8/2012 11:56,kanabus,verified,Two ballot boxes missing,Fraud,yes,Zabzugu,"Albert @ 11 59am

Resolved -  Hadi  1.15pm
Location is Zabzugu. Specific polling station not established yet. Zabzugu is relatively small. so if this is true, then EC officials in Zabugu would know about it. "
#ghanadecides #ghanadecides2012 #ghana #elections #voting http://t.co/LzpbKWee,Twitter,12/8/2012 11:47,kwabenad1,,,,,,
"Dear TV3, an argument in a room should not be termed as ""violence"". Report properly and stop the roff!! Kmt! #ghanadecides #ghanaelections",Twitter,12/8/2012 11:53,anibas48,,,,,,
"Joyonline says #NPP leading, Ghanaweb says #NDC is leading. who to believe? #ghanaelections2012 #ghanadecides",Twitter,12/8/2012 11:54,thePOEET,,,,,,
"@Ashesi If you need your road fixed, see: OB Amoah (NPP-Aburi) and Adwoa Safo (NPP-Dome-Keabenya) #ghvotes #ghanadecides #ghanaelections",Twitter,12/8/2012 11:54,felixtetteh,,,,,,
"""@lexisbill: We've been asking for Peaceful Elections! I guess its time to ask for Transparent elections as well! #NonPartisan #ghanadecides",Twitter,12/8/2012 11:56,MzzNorietta,,,,,,
Hmmmm JohnDramaniMahama's brother just been arrested in a hotel for stealing ballot papers...NDC will remain thiefs saaaaa... http://t.co/3oUu4hEg,Twitter,12/8/2012 11:58,fiifiswagalykme,,,,,,
"@mc2pa from 76 constituencies NDC =51.04 nd NPP=47.47, two ballots boxes missing @ some part of the northern region. Confusion has come",Twitter,12/8/2012 11:59,tykle500,,,,,,
Hw cn NDC take 5 parliamentary seats in ashanti region....#wonders#...smh,Twitter,12/8/2012 12:03,benjypep,,,,,,
"Provisional Prez results: EASTERN REGION CONSTITUENCY (AKIM ODA) â€“ NPP leads w/ 20,631 votes and NDC follows w/ 9,129 votes. #ghanaelections",Twitter,12/8/2012 12:04,multitvworld,,,,,,
"= a close race? RT @thePOEET: Joyonline says #NPP leading, Ghanaweb says #NDC is leading. who to believe? #ghanaelections2012 #ghanadecides",Twitter,12/8/2012 12:04,kajsaha,,,,,,
"Provisional Prez results: ASHANTI REGION CONSTITUENCY (KUMAWU) â€“ NPP leads w/ 21,482 votes and NDC follows w/ 5,665 votes. #ghanaelections",Twitter,12/8/2012 12:05,multitvworld,,,,,,
"Provisional Prez results: VOLTA REGION CONSTITUENCY (KPANDO0 â€“ NDC leads w/ 21,759 votes and NPP follows w/ 2,267 votes. #ghanaelections",Twitter,12/8/2012 12:05,multitvworld,,,,,,
GH elections r nt coalated by computer...so those ppl claiming stuff lyk shld stop it....#ghanadecides,Twitter,12/8/2012 12:05,Paapakwame,,,,,,
I don't believe d pple saying Ndc re stealing ballot boxes from ashanti region..how?? except d person wants to die,Twitter,12/8/2012 12:11,lara_beyby,,,,,,
@RoisKiDGh So would de npp members steal the ballot boxes in their own strong holds which will coz their downfall???,Twitter,12/8/2012 12:11,kwame_sika,,,,,,
#ghanadecides #ghanaelections i strongly believe that there would be a 2nd round where NADAA would win.,Twitter,12/8/2012 12:13,Fluoy_TheHybrid,,,,,,
"@ghanaelections According to Joy fm, results from 76 constituencies show NDC - 51.04% and NPP - 47.47. #ghanaelections",Twitter,12/8/2012 12:15,Ghana125,,,,,,
"@SKwameappiah Any ideas for my #Samia, Ato?  Looks like #Sekou has had his wish #ghanaelections2012 #ghana #ghanadecides",Twitter,12/8/2012 12:16,thePOEET,,,,,,
"@ghanaelections According to Joy fm, results from 76 constituencies show NDC - 51.04% and NPP - 47.47%. #ghanaelections",Twitter,12/8/2012 12:16,Ghana125,,,,,,
First we should protect our votes cos the NDC will steal ballot boxes so we did.,Twitter,12/8/2012 12:18,sellasiie,,,,,,
How can u say an Ndc person is stealing ballot boxes in ashanti region..its like saying an Npp went to V/R to steal ballot boxes,Twitter,12/8/2012 12:16,lara_beyby,,,,,,
"@SKwameappiah Any ideas for my #Samia, Ato? Looks like #Sekou has had his wish #ghanaelections2012 #ghana #ghanadecides #CPP",Twitter,12/8/2012 12:17,thePOEET,,,,,,
#ghanadecides #ghanaelections #JOYNEWSyoutube 76constituencies done. NPP 47.47% NDC50.01%. Abt 199constituencies to go.,Twitter,12/8/2012 12:19,Fluoy_TheHybrid,,,,,,
Word on the road is that.. President JohnDramaniMahama's brother was caught with some ballot boxes at his house.. Can anybody confirm ??,Twitter,12/8/2012 12:21,DJMika123,,,,,,
@speaklagos @eggheader @ghanaelections Are the results from NDC strongholds yet to be announced? It is one way to keep hope alive.,Twitter,12/8/2012 12:22,kehindebams,,,,,,
4 reals??? RT @fiifiswagalykme: Hmmmm JohnDramaniMahama's brother just been arrested in a hotel for stealing ballot ... http://t.co/hzMVQ73j,Twitter,12/8/2012 12:24,Gyamie,,,,,,
"Ei is this true????? ""@MS_SaSaa: Npp leads with 52.44% Ndc with 46.21% http://t.co/mic2C3tX #ghanadecides""",Twitter,12/8/2012 12:26,PinklipstickX0,,,,,,
"""@PinklipstickX0: Ei is this true????? ""@MS_SaSaa: Npp leads with 52.44% Ndc with 46.21% http://t.co/qY7J8mBv #ghanadecides""""",Twitter,12/8/2012 12:29,deedee_crystal,,,,,,
Eiii GHANA! What is happening in Dzorwulu? I learn't they hacking into the system and inserting in figures for this elections.. Hmmmm! SMH,Twitter,12/8/2012 12:30,BanksGH,,,,,,
"Ah the votekast people, wat kina math are they doin?? I'm either lost or the eastern n Volta region results don't sum up to the total cast",Twitter,12/8/2012 12:31,geokus,,,,,,
"RT @geokus: Ah the votekast people, wat kina math are they doin?? I'm either lost or the eastern n Volta region results don't sum up to  ...",Twitter,12/8/2012 12:32,victorkwansabui,,,,,,
tear gas have been fired at supporters off Npp at dzorwulu,Twitter,12/8/2012 12:47,SarDineOiL_911,verified,Tear gas fired at Dzorwulu,Violence,,Dzorwulu,Tear gas has been fired at supporters of NPP dzorwulu. The police are in control of the case. No casualties recorded.
@NanaAkufo-Addo There were reports early Friday that some unscrupulous persons had attempted to take ballot boxes at some polling stations.,Twitter,12/8/2012 12:48,SpyCort,,,,,,
Jesus Christ NDC shud b prepared for warRT @SarDineOiL_911: tear gas have been fired at supporters off Npp at dzorwulu,Twitter,12/8/2012 12:50,eraqua,,,,,,
"103 constituency results, NDC - 49.60%; NPP - 48.11%; others share 2.29%. Source: Citi fm #ghanaelections",Twitter,12/8/2012 12:53,ghanaelections,,,,,,
"103 constituency results, NDC - 49.60%; NPP - 48.11%; others share 2.29%.
Source: Citi fm #ghanaelections",Ghana Votes Facebook,12/8/2012 12:53,Ghana Votes,,,,,,
"@ghanaelections Accrding to Citi fm, results from 103 constituency: NDC - 49.60%; NPP - 48.11%; others share 2.29%. #ghanaelections",Twitter,12/8/2012 12:55,Ghana125,,,,,,
don't forget ndc won eastern and western regions the last election. right now we've majority in parliament @DOCTOR_JOT,Twitter,12/8/2012 13:03,chiefbute,,,,,,
"Roundoff anaa?RT @ghanaelections: 103 constituency results, NDC - 49.60%; NPP - 48.11%; others share 2.29%. Source: Citi fm #ghanaelections",Twitter,12/8/2012 13:04,KwameBlack,,,,,,
JohnDramaniMahama wit 51.41% nd Nana 47.61 % out ov 103 constituency buh northern region has nt cum yet,Twitter,12/8/2012 13:05,NanaseiSarfo,,,,,,
"Accrding to Citi fm, results from 103 constituency: NDC - 49.60%; NPP - 48.11%; others share 2.29%. #ghanaelections",Twitter,12/8/2012 13:05,omgGhanaDotCom,,,,,,
"EEIII RT @ghanaelections: 103 constituency results, NDC - 49.60%; NPP - 48.11%; others share 2.29%. Source: Citi fm #ghanaelections",Twitter,12/8/2012 13:07,mnerf,,,,,,
"hmm RT @ghanaelections: 103 constituency results, NDC - 49.60%; NPP - 48.11%; others share 2.29%. Source: Citi fm #ghanaelections",Twitter,12/8/2012 13:08,Aqweci,,,,,,
"#ghana #ghanadecides #ghanadecides2012 #elections the koti were there to kool down tensions, long queues and http://t.co/01HYRBUb",Twitter,12/8/2012 13:14,kwabenad1,,,,,,
"""@bigxghdotcom: Accrding to Citi fm, results from 103 constituency: NDC - 49.60%; NPP - 48.11%; others share 2.29%. #ghanaelections""Run Off",Twitter,12/8/2012 13:21,kwacy15,,,,,,
#alorappers #africa #ghana #elections #ghanadecides #ghanadecides2012 #photography http://t.co/uYZiclwL,Twitter,12/8/2012 13:23,kwabenad1,,,,,,
#ghanaelections #ghanadecides what's happening to EC. The integrity of this elections is slipping bit by bit http://t.co/Mm77JHna,Twitter,12/8/2012 13:26,Nii_logoligi,,,,,,
Some big names that have lost their parliamentary seats:  Mike Hammah (NDC) Ambrose Dery (NPP) Moses Asaga (NDC)  #ghanadecides,Twitter,12/8/2012 13:27,bigxghdotcom,,,,,,
Some big names that have lost their parliamentary seats: Mike Hammah (NDC) Ambrose Dery (NPP) Moses Asaga (NDC)  #ghanadecides,Twitter,12/8/2012 13:28,omgGhanaDotCom,,,,,,
"#Ghana Electoral Commision website, at 1.26pm 8 dec '12 empty of official #results #ghanaelections #ghanadecides #win http://t.co/rZVBakXL",Twitter,12/8/2012 13:29,ghanaelections,,,,,,
"""@ghanaelections: 103 constituency results, NDC - 49.60%; NPP - 48.11%; others share 2.29%. Source: Citi fm #ghanaelections"" hmmmm",Twitter,12/8/2012 13:29,Swibblewobble,,,,,,
Graphic Comm Group &amp; @googleafrica partner to bring you a live results map for the Ghana elections:  http://t.co/NXkw458s #ghanadecides,Twitter,12/8/2012 13:29,kenyanpundit,,,,,,
Some big names that have lost their parliamentary seats: Mike Hammah (NDC) Ambrose Dery (NPP) Moses Asaga (NDC) #ghanadecides,Twitter,12/8/2012 13:35,bosstanko,,,,,,
#2horserace is it gonna be a r/o or overtaking? Huhuu hu #elections2012 #ghanadecides,Twitter,12/8/2012 13:36,nanadarko20,,,,,,
#ghana #ghanadecides #ghanadecides2012 #elections #photography http://t.co/Y4szqiu8,Twitter,12/8/2012 13:42,kwabenad1,,,,,,
Wen u go abroad n dey ask u wch part of africa u come frm u wont say volta region or eastern region. The ans is ghana,Twitter,12/8/2012 13:43,ma_ka_phui,,,,,,
"election: #ghanaelections TOO EARLY to make any sense out of #ghana #elections #results, more data is even required to know who is leading",Twitter,12/8/2012 13:55,AtoKwamina35,,,,,,
"@Marcotti @dickinsontimes split groups by region? Western europe, eastern Europe, southern Europe etc?",Twitter,12/8/2012 13:58,Chapisfaction,,,,,,
"Presidential results in the Agona West: NDC- 27,371 GCPP-219 NPP-28,012 PPP-665 UFP-34  PNC- 68 CPP-107 IDPT- 42 #ghanaelections @a24media",Twitter,12/8/2012 13:59,ghanaelections,,,,,,
News jus in NPP has won over 10 seats in the northern region,Twitter,12/8/2012 14:02,dicybitches23,,,,,,
joy news crew be too know. why isn't polls coming from the northern region and kumasi @konkrumah,Twitter,12/8/2012 14:04,OfakMatthews,,,,,,
"""@benjypep: Hw cn NDC take 5 parliamentary seats in ashanti region....#wonders#...smh""haha..",Twitter,12/8/2012 14:05,Fairkus,,,,,,
"I heard someone tried in Tafo....apparently they lost a hand....lol @Koo_The_Boy: No ballot boxes snatched in Ashanti""",Twitter,12/8/2012 14:18,ElNana1,,,,,,
Four arrested for double registration @ghanaelections @GNA,Ghana Votes Facebook,12/8/2012 14:49,Ghana Votes,ignored,Double registration,Fraud,yes,,"Joel, 3:04

Four people arrested for double registration. Please confirm the location

Hadi  3. 17pm
Its a facebook page I have sent a post there, but no response yet...

@ 3.48pm  No response yet. 
@ 4.21pm still  No response yet.
Check to see if you can find any news about it 

Still awaiting confirmation"
"""@kenyanpundit: ""@googleafrica: A special doodle for today's elections in Ghana - get voting! #ghanadecides http://t.co/tUlIrlF6""""",Twitter,12/8/2012 14:24,SirNige,,,,,,
"""@kenyanpundit: Tracking Ghana elections? Nice list of related apps + websites: http://t.co/pospzEOV #ghanadecides"" //Interesting",Twitter,12/8/2012 14:27,SirNige,,,,,,
OKAIKOI SOUTH Presidential results  NPP- 39690 NDC-30269 PPP-374 CPP-92 GCPP- 61  source: Metrotv #ghanaelections,Twitter,12/8/2012 14:34,ghanaelections,,,,,,
All Ghana have won- President Elect JohnDramaniMahama #ghanadecides #ghanaelections,Twitter,12/9/2012 22:53,onua_zionfelix,,,,,,
Niqqaz blast waa. RT @KayBeezile:  RT @MrBaid3n: lmao. Da NPP guy said 'the NDC sakawa boys' have hacked the verification machine. Herh!,Twitter,12/8/2012 14:43,stryda1,,,,,,
"For 111 constituencies, presidential slot, it stands as NDC-  50.60% agaist NPPâ€™s - 47.91% @joyonlineghana #ghanaelections",Twitter,12/8/2012 14:45,ghanaelections,,,,,,
Shocking results coming from the far east indicates NPP has won Hohoe... Still developing #ghanadecides #ghanaelections,Twitter,12/8/2012 14:46,bigxghdotcom,,,,,,
Shocking results coming from the far east indicates NPP has won Hohoeâ€¦ Still developing #ghanadecides #ghanaelections,Twitter,12/8/2012 14:47,Arolank_Dosty,,,,,,
"""@bigxghdotcom: Shocking results coming from the far east indicates NPP has won Hohoe... Still developing #ghanadecides #ghanaelections""",Twitter,12/8/2012 14:48,brakwamekinino,,,,,,
"GHANA: (@syflwaf/ghana) RT @ghanaelections For 111 constituencies, presidential slot, it stands as NDC- 50.60% agaist NPPâ€™s - 47.91%",Twitter,12/8/2012 14:49,storyfulpro,,,,,,
"almost 2m in da 3 northern regions,early days,yes RT @Sam_Europe: Nearly 1.5 million to come from Ashanti Region,661,000 to come from",Twitter,12/8/2012 14:53,mnerf,,,,,,
"Reli? ""@ghanaelections: For 111 constituencies, presidential slot, it stands as NDC- 50.60% agaist NPPâ€™s - 47.91% @joyonlineghana #GHANAE",Twitter,12/8/2012 14:56,wemlip,,,,,,
