report,source,authored_at,author,status,incident_title,incident_category,important,place_name,note
Ladies and gentlemen ...meet Mr. John NanaAkufo-Addo of Mamobi - Accra ... :) #ghanadecides #ghanaelections http://t.co/fQHeAnxx,Twitter,12/9/2012 18:54,bigxghdotcom,,,,,,
"""@Joselyn_Dumas: Gud morning God's family, the day is finally here #GhanaDecides.Don't 4get 2 take ur voters ID cards wid u God bless Ghana""",Twitter,12/7/2012 8:35,MzNuh_Dei,,,,,,
Biometric thingy not working.No verification whatsoever.I'm gonna vote 3 times.Just watch me!!,Twitter,12/7/2012 8:47,AnyigbahRanger,ignored,Biometric Verification Device Not Working,Fraud,,,Citizen threatening to vote multiple times in his post. I think he is just bluffing.
#ghanadecides2012 #ghana #elections http://t.co/qQg0NvP8,Twitter,12/7/2012 8:36,kwabenad1,,,,,,
I think my polling station has d shortest and fast queue! #ghanadecides,Twitter,12/7/2012 8:36,Ayychaele,,,,,,
Ladies and gentlemen meet Mr. John NanaAkufo-Addo of Mamobi - Accra ... :) #ghanadecides #ghanaelections http://t.co/PXU4MQjB,Twitter,12/9/2012 19:00,onua_zionfelix,,,,,,
#elections #ghanadecides2012 #ghana http://t.co/0jzds1bC,Twitter,12/7/2012 8:39,kwabenad1,,,,,,
#ghanadecides2012 #ghana #elections http://t.co/JBoq58Dz,Twitter,12/7/2012 8:42,kwabenad1,,,,,,
Why were Metro TV reporters attacked? #sad #ghanadecides #ghanaelections #GhanaDecides2012,Twitter,12/9/2012 19:06,ameyaw112,,,,,,
Sloww RT @ameyaw112: Why were Metro TV reporters attacked? #sad #ghanadecides #ghanaelections #GhanaDecides2012,Twitter,12/9/2012 19:07,onekums,,,,,,
Every REPORTER be REPORTER!!! RT @ameyaw112: Why were Metro TV reporters attacked? #sad #ghanadecides #ghanaelections #GhanaDecides2012,Twitter,12/9/2012 19:08,Realitee,,,,,,
Leaked Conversation between EC Commissioner and Candidates on whatsapp #ghanadecides #ghanaelections http://t.co/6s7MtoNM,Twitter,12/9/2012 19:12,omgGhanaDotCom,,,,,,
Where you at? â€œ@AnyigbahRanger: Biometric thingy not working.No verification whatsoever.I'm gonna vote 3 times.Just watch me!!â€,Twitter,12/7/2012 8:49,BTetteh,,,,,,
"""ALL DIE BE DIE"" RT @ameyaw112 Why were Metro TV reporters attacked? #sad #ghanadecides #ghanaelections #GhanaDecides2012",Twitter,12/9/2012 19:14,kakra_,,,,,,
"#ghanaelections NPP supporters surround the Electoral College, protesting results. Looks like it might be turning violent.",Twitter,12/9/2012 19:13,NickNorbrook,,,,,,
Leaked Conversation between EC Commissioner and Candidates on whatsapp #ghanadecides #ghanaelections http://t.co/gSGPgq2v,Twitter,12/9/2012 19:14,zionfelixdottk,,,,,,
Is the #ghanaelections2012 coming down to only #johnthe4th and #NanaAkufo-Addo? #ghanadecides #Ghana @JohnDramaniMahama @NanaAkufo-Addo,Twitter,12/7/2012 8:49,thePOEET,,,,,,
#GhanaDecides 14.07 million voters in Ghana have biometric voters cards. There's also no restriction to movement for the polls.,Twitter,12/7/2012 8:53,OluwaseunP,,,,,,
Funny name for a polling station RT @SandisterTei So there is a polling center called Auntie Maggie #election2012 #ghanadecides,Twitter,12/7/2012 8:53,Cyndy246,,,,,,
Voting underway at the Roman primary school polling station in Nungua.@GhanaDecides#ghanaelections http://t.co/nq7NO1tG,Twitter,12/7/2012 8:53,Lamisi_d,,,,,,
@konkrumah its very calm at my polling station(PCG-Parousia). Voting has began and no major incident has been recorded yet #ghanadecides,Twitter,12/7/2012 8:54,nanacycoz,,,,,,
"And so they cheated,why should we fight for the othersâ€¦no politician is worth it #ghanadecides #peacefulelections2012",Twitter,12/9/2012 19:35,nicedude123,,,,,,
this exercise is once every four years so why cant afari gyan and his men get it right!!! #votingmaterialsdelay #ghanadecides,Twitter,12/7/2012 9:03,woenam,,,,,,
A little bit of confusion at madina primary school B polling station. Ba everything is smooth now. #GhanaDecides http://t.co/yjUIkh6C,Twitter,12/7/2012 9:06,realnadom4lyfe,,,,,,
"""@mankwabebe: On ma way to vote!!"" Vote wisely oo #ghanadecides #elections.",Twitter,12/7/2012 9:10,ClaudeAyitey,,,,,,
I like the way Ghana are getting technological and all social 'media-ic' with this election. It says a lot. #ghanadecides #elections,Twitter,12/7/2012 9:12,ClaudeAyitey,,,,,,
