report,source,authored_at,author,status,incident_title,incident_category,important,place_name,note,relevant
Upon all the wayomization #ndc win again??? #OnlyInGhana #ghanaelections #ghanadecides,Twitter,12/9/2012 22:14,mjavada,,,,,,,
there is so many northerners in ashanti region #nowadays.... y'all better move to Bole N/R #ASAP,Twitter,12/9/2012 22:47,Dat_Boi_RiCHard,,,,,,,
A day like this comes once every four years. You better make the most of it. #ghanadecides #elections #letsvote #ghanaelections,Twitter,12/7/2012 11:51,ClaudeAyitey,,,,,,,
"According to reports,  the great hall, one of the main polling station in Tech has a serene ambiance #ghanadecides.",Twitter,12/7/2012 11:52,Abumubarik,,,,,,,
Oh! now there wldnt be #CPP candidate in #IEAdebate in 2016 unless participation criteria is changed #ghanaelections2012 #ghanadecides,Twitter,12/9/2012 22:48,thePOEET,,,,,,,
[NDC] Supporters should not fall for propaganda of NPP as nothing is going to change  #ghanadecides #ghanaelections,Twitter,12/9/2012 15:41,omgGhanaDotCom,,,,,,,
"manchester derby done, politics re-instated..wht are they all sayin @eastsportsman @benkoku @akwasisarpong @ghanadecides #Ghanaelections",Twitter,12/9/2012 15:41,okuapiman,,,,,,,
"""RT @MsAngelaK: Don't panic or fret if there are delays in the election process. The EC is working on things."" #ghanadecides #ghanaelections",Twitter,12/7/2012 11:57,ClaudeAyitey,,,,,,,
We in NDC will not take the law into our hands even if NPP through their task into the streets  #ghanadecides #ghanaelections,Twitter,12/9/2012 15:42,bigxghdotcom,,,,,,,
"1157hrs, and I'm still lying in my bed tweeting. I better go and vote. #offthis #ghanadecides #ghanaelections",Twitter,12/7/2012 11:58,ClaudeAyitey,,,,,,,
All Ghana have won- President Elect JohnDramaniMahama #ghanadecides #ghanaelections,Twitter,12/9/2012 22:51,omgGhanaDotCom,,,,,,,
Lets refrain from any act that will disturb the peace of this country - Prez elect JohnDramaniMahama #ghanadecides #ghanaelections,Twitter,12/9/2012 22:52,bigxghdotcom,,,,,,,
jxt casted ma vote. Afta seeing an ndc kild for stealn the ballot box .,Twitter,12/7/2012 12:02,tweneboah_20,,,,,,,Y
@BBCAfrica #BBCFocusOnAfrica We have come a long way. We are the model so far. I know it will remain same. #ghanadecides #elections #ghana,Twitter,12/7/2012 12:02,AverageGhanaian,,,,,,,
Ghana is voting today. The whole place is crowded with people. Some people trying to steal ballot boxes. OMG,Twitter,12/7/2012 12:05,Dorcytaiw,,,,,,,Y
there norr boys start dey give false info about stealing of ballot boxes in kumasi eeii,Twitter,12/7/2012 12:05,two_js_,,,,,,,Y
"""@tony_mensah: http://t.co/qgSp9zxx"" #ghanadecides #ghanaelections",Twitter,12/7/2012 12:05,ClaudeAyitey,,,,,,,
Conversation concerning the elections ongoing on Google+ and Twitter. search for #ghanadecides #myvoicegh #letsvote,Twitter,12/7/2012 12:06,iamrobotboy,,,,,,,
I just heard Otumfuo just voted. I wonder who he voted for. *smiling in my head* #ghanadecides #elections #letsvote,Twitter,12/7/2012 12:06,ClaudeAyitey,,,,,,,
Nobody should be scared because NDC in government is capable of protecting citizens safety  #ghanadecides #ghanaelections,Twitter,12/9/2012 15:45,healmev,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
ur palito no dey job better RT @two_js_: there norr boys start dey give false info about stealing of ballot boxes in kumasi eeii,Twitter,12/7/2012 12:07,mr_fii,,,,,,,Y
@BBCAfrica @akwasisarpong I'm not surprised you are RTing this. All you want the world to know is bad news!!! #ghanadecides #elections,Twitter,12/7/2012 12:08,ClaudeAyitey,,,,yes,,,
We are not responding to NPP's news conference #ghanadecides #ghanaelections,Twitter,12/9/2012 15:45,bigxghdotcom,,,,,,,
"""RT @ghanaelections: Otumfour Osei Tutu Votes"" #ghanadecides #elections #ghanaelections",Twitter,12/7/2012 12:08,AverageGhanaian,,,,,,,
who did the voice over on the verification machine. voice is soo sexy!.. going about saying REJECTED and VERIFIED. #ghanadecides #letsvote,Twitter,12/7/2012 12:09,iamrobotboy,,,,,,,
Eii #Ghana have we become an #NDC nation once again #ghanadecides #ghanaelectoralcommission #ghanadecides,Twitter,12/9/2012 15:46,IamMarfiosoYYZ,,,,,,,
"Our only response to NPP is that, ""if they find anything wrong, they know what to do"" - Gen Mosquito #ghanadecides #ghanaelections",Twitter,12/9/2012 15:47,omgGhanaDotCom,,,,,,,
In #Ghana only John's rule the land and Nana's rule the village. #ghanaelections #ghanaelectoralcommission #ghanadecides,Twitter,12/9/2012 15:48,IamMarfiosoYYZ,,,,,,,
Cantonment Post office polling station recording incredible low voter turn out. #ghanadecides,Twitter,12/7/2012 12:16,Abumubarik,,,,,,,Y
@iq4news: opinions shows that this year's election has been calm in the central region. #ghanadecides,Twitter,12/7/2012 12:17,kofiemeritus,,,,,,,
@newsontv3 I'm sure Ayariga voted for @JohnDramaniMahama #ghanadecides #ghanaelections #elections,Twitter,12/7/2012 12:22,ClaudeAyitey,,,,,,,
ei what is dis i am hearin abt macho men stealin ballot boxes. Ei ns3m pii. Ghana police chaaaarge.,Twitter,12/7/2012 12:23,miz_lomo,,,,,,,Y
We believe that the results will be transparent - Gen Mosquito #ghanadecides #ghanaelections,Twitter,12/9/2012 15:51,Enock4seth,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
people stealing ballot boxes already??...smh #GhanaDecides,Twitter,12/7/2012 12:28,karl_eshGL,,,,,,,Y
"""RT @JesseOguns: Keep being awesome for awesome sake, the world is watching."" Thanks #ghanadecides #ghanaelections #elections",Twitter,12/7/2012 12:29,ClaudeAyitey,,,,,,,
"Delays and time efficiency, outstanding issues from #IDEG-CFI Regional situation rooms #ESRGhana #ghanaelections #ghanadecides",Twitter,12/7/2012 12:32,IDEGGhana,,,,,,,Y
"I just heard some politician say the queue is too tall. Hmmm, bl3 #ghanadecides #ghanaelections",Twitter,12/7/2012 12:34,ClaudeAyitey,,,,,,,
"""Vigilance and trying to understand how our institutions work is imperative today."" -Akwetey on #TV3 #ghanadecides #ghanaelections",Twitter,12/7/2012 12:34,IDEGGhana,,,,,,,
The reports are NOT true ..... well so says @Citi973  RT @karl_eshGL: people stealing ballot boxes already??...smh #GhanaDecides,Twitter,12/7/2012 12:34,Colonel_AlYad,,,,,,,Y
PNC candidate Hassan Ayariga has voted and is monitoring the on-going national elections in the Upper East Region  #ghanadecides,Twitter,12/7/2012 12:38,Abumubarik,,,,,,,
"Ayariga says by God's grace, he will win the elections 'one touch' and ""Ayarigate' the 'whole place'. #ghanadecides",Twitter,12/7/2012 12:38,Abumubarik,,,,,,,
Smooth voting #Ketasco #ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 12:39,Enock4seth,,,,,,,
@BBCAfrica we have proved it once again  #ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 12:40,Enock4seth,,,,,,,
Few people in the queue now @ Ketasco  #ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 12:41,Enock4seth,,,,,,,
"we can't stand in this sun for u NDC ""fools"" to come n steal de ballot boxes..MMT!!!!!",Twitter,12/7/2012 12:41,OTUMFOUR_III,,,,,,,Y
#GargantuanPeace RT @Enock4seth: @BBCAfrica we have proved it once again  #ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 12:41,ihatevista,,,,,,,
"Not all #NDC peeps steal ballot boxes,not all!",Twitter,12/7/2012 12:41,Fufu_and_Pizza,,,,,,,Y
"Relax bruh...""@OTUMFOUR_III: we can't stand in this sun for u NDC ""fools"" to come n steal de ballot boxes..MMT!!!!!""",Twitter,12/7/2012 12:46,KBDanquah,,,,,,,Y
"""@KBDanquah: Relax bruh...""@OTUMFOUR_III: we can't stand in this sun for u NDC ""fools"" to come n steal de ballot boxes..MMT!!!!!""""",Twitter,12/7/2012 12:47,Trineefa,,,,,,,
At this stage the vast majority of CODEOs 4000 observers have access to polling stations and are reporting with ease #ghanadecides #CODEO,Twitter,12/7/2012 12:47,CodeoElections,,,,,,,
We are making it slowly..#ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 12:53,Enock4seth,,,,,,,
Disturbances in #Ablekuma West Constituency #ghanaelections #ghanadecides,Twitter,12/7/2012 12:55,IDEGGhana,,,,,,,Y
Up early wishing and sending my beloved country #ghana as they go to d polls today... #ghanadecides #Ghanaelections ..God bless us all,Twitter,12/7/2012 13:02,deycalmePAPI,,,,,,,
somebody dies in the course of jubilation in the eastern region,Twitter,12/9/2012 23:02,virginculture,,,,,,,
,,,,,,,,,,
"""RT @ghanaelections: Prez JohnDramaniMahama casts his vote @ Bole-Bamboi @joyonlineghana  #ghanaelections"" #ghanadecides",Twitter,12/7/2012 13:06,ClaudeAyitey,,,,,,,
It is now official... NDC has won the 2012 presidential elections in Ghana. @ghanaelections @AfricaJerry,Twitter,12/9/2012 21:53,Ghana125,,,,,,,
Ghana! voting materials could reach their regions &amp; districts (i.e. police stations) within 48 &amp; 24 hours respectively b4 election day why.,Twitter,12/7/2012 13:08,ryzbrian,,,,,,,
Am neither here nor there..... #ghanadecides #ghanaelections,Twitter,12/7/2012 13:12,Nii_logoligi,,,,,,,
#ghanadecides #ghanaelections RT @mey3_ewuraba: took me less than 5mins.... No place lyk Tema,Twitter,12/7/2012 13:14,Nii_logoligi,,,,,,,
John john john john. In the history of ghana's democracy you got to be john to win elections. #ghanadecides,Twitter,12/9/2012 21:59,NYARS15,,,,,,,
Vote selling is booming business is booming #ghanaelections #ghanadecides,Twitter,12/7/2012 13:15,Nii_logoligi,,,,,,,
"call the police on 191, for Tigo 0277522288 or MTN n Vodafone 18555 if there is a problem at your polling station #ghanadecides",Twitter,12/7/2012 13:18,kwahmi,,,,,,,
"A-Life polling station in Asafo Kumasi, attempt of ballot box snatching...security are on the alert #ghanadecides",Twitter,12/7/2012 13:20,omgGhanaDotCom,,,,,,,Y
All decision be decision! All election be election #ghanadecides #ghanaelections,Twitter,12/7/2012 13:20,Nii_logoligi,,,,,,,
"#ghanadecides RT @biggdarko: even among his relatives,#Ayariga z nt da person they wanna c win da elections",Twitter,12/7/2012 13:21,Nii_logoligi,,,,,,,
"call the police on 191, for Tigo 0277522288 or MTN n Vodafone 18555 if there is a problem at your polling station #ghanadecidesâ€",Twitter,12/7/2012 13:21,kenygene,,,,,,,
the unthinkable happened-EC officer arrested for failing to stamp ballot papers - Ashanti region #ghanaelections @VOAAfrica @joyonlineghana,Twitter,12/7/2012 13:22,ghanaelections,,,,,,,Y
Its been sooooooo easy voting at ma polling station. I encourage all u lovely  n intelligent buddies to do same. PEACE#ghanadecides,Twitter,12/7/2012 13:23,PaulinTim400,,,,,,,
"The presiding EO @ e Tema West Mangoase area, has been accused of telling electorates the candidate he wants them to vote for #ghanadecides",Twitter,12/7/2012 13:23,Abumubarik,,,,,,,Y
"call the police on 191, for Tigo 0277522288 or MTN n Vodafone 18555 if there is a problem at your polling station #ghanadecides",Twitter,12/7/2012 13:24,bigxghdotcom,,,,,,,
"The presiding EO @ e Tema West Mangoase area, has been accused of telling electorates the candidate he wants them to vote for #ghanadecides",Twitter,12/7/2012 13:25,bigxghdotcom,,,,,,,Y
cos d NPP aint stealin ballot boxes ova there RT @arROW_cEe: BREAKING NEWS: voting in the volta Region is (cont) http://t.co/7FNkYnnG,Twitter,12/7/2012 13:26,qwasiMARIQUE,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"Call the police on 191, for Tigo 0277522288 or MTN n Vodafone 18555 if there is a problem at your polling station #ghanadecides",Twitter,12/7/2012 13:26,blakkElite,,,,,,,
Voters at the Pentecost university polling station have been left stranded due to low battery of verification machine.  #ghanadecides.,Twitter,12/7/2012 13:27,Abumubarik,,,,,,,Y
Have you witnessed any problema with biometric verification machines at polling stations? Tweet us back. #ghanadecides #ghana #elections,Twitter,12/7/2012 13:28,FDAfrica,,,,,,,
No one in the queue now in Ketasco #ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 13:28,Enock4seth,,,,,,,
Sunyani -bisim .. so far very calm and peaceful no mishaps reported #ghanadecides #ghanaelections,Twitter,12/7/2012 13:30,omgGhanaDotCom,,,,,,,
Ghana can really teach the world what DEMOCRACY is.&gt;&gt;&gt;#ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 13:32,Enock4seth,,,,,,,
"Will be moving to Ketu South soon,,,,&gt;&gt;&gt;&gt;&gt;#ghanadecides #ghanaelections #letsvote",Twitter,12/7/2012 13:34,Enock4seth,,,,,,,
voting process more than Smoooooooooooooooooooth nationwide #ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 13:37,Enock4seth,,,,,,,
Lets refrain from any act that will disturb the peace of this country - Prez elect JohnDramaniMahama #ghanadecides # ghanaelections,Twitter,12/9/2012 22:55,mantse_zekeIII,,,,,,,
voting process on the whole is more than Smoooooooooooooooooooth nationwide #ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 13:39,bigxghdotcom,,,,,,,
#ghanadecides2012 #photography #ghana #elections http://t.co/pPmCaELp,Twitter,12/7/2012 13:39,kwabenad1,,,,,,,
Ballot box snatchers are WARNED...!!!!#ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 13:42,Enock4seth,,,,,,,
All airport in eastern region of nepal was closed yesterday. Due to that I had to spent night in Kathmandau.,Twitter,12/10/2012 3:42,sgupta55,,,,,,,
ECG why? Power out in Madina...#ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 13:44,Enock4seth,,,,,,,
This lady was at her polling station 4:00 am! http://t.co/BoY3wUZa #ghanadecides #letsvote #ivoted,Twitter,12/7/2012 13:48,GhanaDecides,,,,,,,
@NohustleNogain: RT @EdwardOhenebeng What's your take on #ghanaelections 2012 and the final results #NDC &amp; #ECghana are one body - DEBATABLE,Twitter,12/9/2012 22:51,EdwardOhenebeng,,,,,,,
"based on the results given I declare @JohnDramaniMahama president elect - EC Chairman, Dr Afrai Gyan #ghanaelections",Twitter,12/9/2012 21:57,Africanelection,,,,,,,
Here's another lady. She was at the polling station at 1:00 am! http://t.co/fLWAIEcj #ghanadecides #letsvote #ivoted,Twitter,12/7/2012 13:52,GhanaDecides,,,,,,,
36 polling stations have no security forces on site in Eastern region #ghanadecides,Twitter,12/7/2012 13:54,omgGhanaDotCom,,,,,,,Y
Lets refrain from any act that will disturb the peace of this country - Prez elect JohnDramaniMahama #ghanadecides #ghanaelections,Twitter,12/9/2012 22:52,omgGhanaDotCom,,,,,,,
More tweets about elections.&gt;&gt;&gt;let the world see our real image..&gt;&gt;Ghana  #ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 13:57,Enock4seth,,,,,,,
This lady was at her polling station 4:00 am! http://t.co/gllcWoxO  #ghanadecides #letsvote #ivoted http://t.co/iWkaM9oA,Twitter,12/7/2012 13:57,omgGhanaDotCom,,,,,,,
"#ghanadecides2012 #photography #elections #ghana This is the second polling station i am visiting, people ar http://t.co/JQ2BYsdW",Twitter,12/7/2012 13:59,kwabenad1,,,,,,,
This lady was at her polling station 4:00 am! http://t.co/BwasR2Vt  #ghanadecides #letsvote #ivoted http://t.co/AgpxnS3p,Twitter,12/7/2012 14:00,onua_zionfelix,,,,,,,
This lady was at her polling station 4:00 am! http://t.co/ObkBrT2t  #ghanadecides #letsvote #ivoted http://t.co/dgVbSxk6,Twitter,12/7/2012 14:00,bigxghdotcom,,,,,,,
This lady was at her polling station 4:00 am! http://t.co/BwasR2Vt  #ghanadecides #letsvote #ivoted... http://t.co/kRVvFek6,Twitter,12/7/2012 14:00,onua_zionfelix,,,,,,,
This lady was at her polling station 4:00 am! http://t.co/wS59bZJD  #ghanadecides #letsvote #ivoted... http://t.co/jO4Znwkw,Twitter,12/7/2012 14:01,zionfelixdottk,,,,,,,
Here's another lady. She was at the polling station at 1:00 am! http://t.co/g7L0ORtT  #ghanadecides #letsvote #ivoted,Twitter,12/7/2012 14:02,bigxghdotcom,,,,,,,
Here's another lady. She was at the polling station at 1:00 am! http://t.co/aH6MVn2K  #ghanadecides... http://t.co/Zkka5fte,Twitter,12/7/2012 14:02,omgGhanaDotCom,,,,,,,
'There will be a second round in Ghana Elections - T.B. Joshua.. Do you agree? #ghanadecides #ghanaelections,Twitter,12/9/2012 16:15,amaramjb12,,,,,,,
There will be a second round in Ghana Elections - T.B. Joshua.. Do you agree? #ghanadecides #ghanaelections,Twitter,12/9/2012 16:16,BraGabby,,,,,,,
Peaceful elections in all polling stations i have been to in #Dzelukope #ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 14:04,Enock4seth,,,,,,,
Your vote is your power..........#ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 14:10,Enock4seth,,,,,,,
Time for women to rise instead of fall in Ghanaâ€™s elections today http://t.co/A6WOCBVb #ghanadecides,Twitter,12/7/2012 14:09,woman_kind,,,,,,,
Oh I love GHANA.......#ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 14:12,Enock4seth,,,,,,,
Currently omw to my 'village' to vote. I'm so patriotic #ghanadecides #ghanaelections,Twitter,12/7/2012 14:14,ClaudeAyitey,,,,,,,
2 hours 46 minutes more..........Ghana votes..#ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 14:15,Enock4seth,,,,,,,
#elections #ghanadecides2012 #ghana #photography #kwabenadanso the youth are watching! http://t.co/qVRuxjlk,Twitter,12/7/2012 14:18,kwabenad1,,,,,,,
Ghana really exhibiting maturity in the elections..#ghanadecides,Twitter,12/7/2012 14:18,blakkElite,,,,,,,
"Kids, who will you vote for? Let's vote for #COWBELL!! Yes, its #COWBELL this elections. If you agree, RT #ghanadecides #ghanaelections",Twitter,12/7/2012 14:19,ClaudeAyitey,,,,,,,
Up to date we do not have a Ghanaian president who have not worked under ex-prez Rawlings.. #ghanadecides #ghanaelections,Twitter,12/9/2012 16:21,omgGhanaDotCom,,,,,,,
â€œ@GhanaDecides: This lady was at her polling station 4:00 am! http://t.co/iU1ulXdl #ghanadecides #letsvote #ivotedâ€,Twitter,12/7/2012 14:22,attigs,,,,,,,
2 hours 36 minutes &gt; @Bayelsa_Updates: RT @bigxghdotcom: 2 hours 46 minutes more......Ghana votes..#ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 14:23,JudeGH,,,,,,,
JohnDramaniMahama now voting in Bole Constituency..#ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 14:22,Enock4seth,,,,yes,,,
JM now going to vote for himself on the presidential ballot #ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 14:24,Enock4seth,,,,,,,
JM says this is the 6th time he isvoting in a general election. #ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 14:27,Enock4seth,,,,,,,
Ndc want to steal ballot boxes owh why,Twitter,12/7/2012 14:27,I_trust_Nana,,,,,,,
JM says I voted for myself #ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 14:29,Enock4seth,,,,,,,
"I hope JohnDramaniMahama does somtin better for his pple considering Gh's poorest regions ,the 3 northern regions (cont) http://t.co/Bkonr6ur",Twitter,12/9/2012 23:02,Fhresh_matic,,,,,,,
why are they stealing the ballot boxes.. this is not cool. Ghana.,Twitter,12/7/2012 14:33,CharismaAdams2,,,,,,,
#ATTC polling station in #Accra with a long queue with only 2hrs to close #ghanaelections #ghanadecides http://t.co/Wb3F564E,Twitter,12/7/2012 14:36,IDEGGhana,,,,,,,
We've been voting in #Ghana since 1992- why are we still have these delays and late delivery of voting materials. #ghanadecides #ghvotes,Twitter,12/7/2012 14:36,ryplae,,,,,,,
Wow..Twitter on fire with tweet from Ghana..#ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 14:34,Enock4seth,,,,,,,
I guess there is rainfalls today in Ghana. God is wonderful .#ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 14:36,Enock4seth,,,,,,,
Snatching ballot boxes as a hobby!!!#death #ghanadecides #ghelections,Twitter,12/7/2012 14:37,iTweet_Up,,,,,,,
I guess there is no rainfalls today in Ghana. God is wonderful. #ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 14:38,Enock4seth,,,,,,,
@codeoelections no device to capture image but it is going down at eastern region.,Twitter,12/7/2012 14:39,encode_1,,,,,,,
"(AXcess News) Puerto La Cruz, Venezuela - Here in the oil-rich eastern region of Venezuela, propaganda for Presi ...  http://t.co/Qw3ywuwf",Twitter,12/7/2012 14:39,venezuela_star,,,,,,,
,,,,,,,,,,
Once again congrats to President elect JD JohnDramaniMahama of the Republic of Ghana #ghanaelections 2012. #ghanadecides,Twitter,12/9/2012 22:07,EdwardOhenebeng,,,,,,,
No rainfalls today in Ghana. God is wonderful. #ghanadecides #ghanaelections #letsvote,Twitter,12/7/2012 14:40,omgGhanaDotCom,,,,,,,
Today is Election Day in Ghana. Follow @ayittey for the latest updates. #ghanadecides #ghanaelections,Twitter,12/7/2012 14:43,MikeGoesAbroad,,,,,,,
"When in doubt, don't VOTE!!!#Ghana #ghanadecides #ghanaelections #ghvotes #gh",Twitter,12/7/2012 14:44,iTweet_Up,,,,,,,
Upon all the wayomization #ndc win again??? Only in #Ghana #ghanaelections #ghanadecides,Twitter,12/9/2012 22:13,mjavada,,,,,,,
Pockets of areas in western region experiencing continual failures of verification machines @MetrotvGhana  #ghanaelections,Twitter,12/7/2012 14:48,ghanaelections,,,,,,,Y
Pockets of areas in western region experiencing continual failures of verification machines.#IhateQuotes IhateQuotes,Twitter,12/7/2012 14:53,francist7867,,,,,,,Y
Competition day &lt;3 representing the eastern region :)! Lets go raiders!,Twitter,12/7/2012 14:53,EllieBoubaris,,,,,,,
"Election update from krowor,Nungua So Quansah polling station 329 out of 937 have voted at2:50pm @ghanaelections #ghanadecides",Twitter,12/7/2012 14:54,omgGhanaDotCom,,,,,,,
"When people are stealing ballot boxes, dose labadi beach tattooists are trying to steal indelible ink at LA Primary polling station.",Twitter,12/7/2012 14:54,the_Meister_,,,,,,,Y
"RT @the_Meister_: When people are stealing ballot boxes, dose labadi beach tattooists are trying to steal indelible ink at LA Primary po ...",Twitter,12/7/2012 14:56,kojoNINJA,,,,,,,Y
The power of tribalism and regionism some people are saying #ghanaelections but will the actual truth be known? #ghanadecides #onedirection,Twitter,12/9/2012 22:13,EdwardOhenebeng,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
JohnDramaniMahama encourages EC to allow listed voters with verified ID cards to vote without verification if machines are faulty. #GhanaDecides,Twitter,12/7/2012 14:58,GloriaBuckman,,,,,,,
@ghanaelections @ghanadecides @ghanasmtc A credible electoral electoral system is the bedrock of democratic governance. Bravo!!!,Twitter,12/7/2012 14:59,Davidcule19,,,,,,,
"Why the Best Candidate Did Not Win - By Kofi Thompson, an independent blogger:

When a friend in the U.S.A. asked me who I thought would win the presidential election in Ghana, for an answer, I told him who I knew would definitely not win that election - by recounting to him what a brilliant young female student told me, when I asked a group of university students the same question.

In the view of that brilliant female student, nothing would change in Ghana, regardless of which candidate of the two major political parties that have governed the nation since the 1992 constitution was promulgated - the National Democratic Congress and the New Patriotic Party - won the presidential election, because both simply lacked the political will to fight high-level corruption: which she regarded as the biggest nation-building challenge facing Ghana.

The tragedy for Ghana, she said, was that the person who had shown, by deed, not words - by making public the results of the medical examination he underwent to show he was medically fit for the ardours task of leading Ghana; releasing his filed tax returns and declaring his assets openly to the media; as well as showing the amount spent on campaigning by the party he founded, and the sources of its funding to show he was transparent about financial matters he was associated with - would not win the presidential election.

She ended by saying she was certain that Ghana (a nation full of ""My-party-my-tribe-right-or-wrong"" myrmidon-types) would miss the opportunity to elect the candidate who had shown the discerning that he was the most suitable politician to lead the Ghana of today, for a number of reasons - all of them negative.

To begin with, it was her opinion that Dr. Paa Kwesi Nduom of the Progressive Peoples Party would not win the presidential election, because: ""Behind the facade of modernity, in terms of the psychology of a majority of the populace, in a sense, Ghana is a nation in which superstition is rife and deeply woven into the fabric of society. That is one of the reasons why the political party most favoured by sundry crooks-in-dog-collars - who speak in 'tongues' and exert a malevolent influence over the minds of the millions who flock to their churches regularly to seek 'prophetic anointing' and 'protection from spiritual enemies' - can garner a substantial number of votes in elections. And, lastly, tribal bigotry is written into the DNA of some of the most prominent and influential of today's descendants of the pre-colonial traditional ruling elites - who, even though it is a democracy, still seek to dominate the Republic of Ghana through the back-door by proxy - and those ordinary Ghana who hold fealty to them, often demonstrate their allegiance by voting for the political parties such tribal-supremacist traditionalists support."" And well said, say I.

How insightful that young Ghanaian was. Alas, indeed as it turned out, most voters did not vote for the candidate who by voluntarily undergoing a medical examination and making public the results, as well as releasing his filed tax returns from the 1980's to date; and publicly declaring his assets to the media, and topped all that by revealing the total amount spent by the party he founded and the sources of its funding, showed Ghana (including a doubting-Thomas like me who has often criticised him in the past for attempting a reverse-takeover of the party founded by the great Osagyefo Dr. Kwame Nkrumah, the Convention Peoples Party - and advised he leave Nkrumah's party to set up one of his own, in which he could call the shots), that in good governance terms, he was the best amongst this year's crop of presidential candidates - and could offer the kind of sorely-needed world-class leadership (underpinned by an ethical ethos), which the people of Ghana and their peaceful and democratic nation require to prosper.

Sadly, dear reader, as it turns out that young female university student was right in asserting that the candidate who proved he was best suited to lead Ghana, would not win the presidential election - and that Mother Ghana will be the worst for it. Pity.

Tel: 027 745 3109.

Email: peakofi.thompson@gmail.com.

http://www.ghanaweb.com/GhanaHomePage/NewsArchive/artikel.php?ID=258898",Papa Nduom Facebook,12/9/2012 16:31,Dr.Papa Kwesi Nduom,,,,,,,
#ThatAnnoyingMoment when #NDC starts stealing ballot boxes cuz they're losing.... U go go k3k3,Twitter,12/7/2012 15:04,larry_hova,,,,,,,
http://t.co/7HLMR2Jy #ghanaelections 2012 final results by #ghana Electoral Commission showing #NDC @JohnDramaniMahama as winner @Africanelection,Twitter,12/9/2012 22:23,ghanaelections,,,,,,,
Conversation concerning the elections ongoing on Google+ and Twitter. search for #ghanadecides #myvoicegh #letsvote,Twitter,12/7/2012 15:08,JeanHuit,,,,,,,
,,,,,,,,,,
Big ups to our security forces for ensuring peace in Ama Ghana #ghanaelections #ghanadecides,Twitter,12/9/2012 23:25,omgGhanaDotCom,,,,,,,
"""Ghana will show Africa true democracy."" @ThisIsAfricaTIA #ghanadecides - peace and progressive elections - http://t.co/4K8VwixI",Twitter,12/7/2012 15:14,james3neal,,,,,,,
"CODEO's Mid day Statement-By 6:00am, 95% of all CODEO and PVT Observers, reached their assigned polling station #ghanadecides #codeo",Twitter,12/7/2012 15:15,CodeoElections,,,,,,,
Owusu Parry of the #EC just stated that the collated and verified #Ghana #elections2012 results will be announced in 2hrs #ghanaelections,Twitter,12/9/2012 16:41,IYC_GH_Chapter,,,,,,,
People of Tamale and northern region in general have vowed for chaos if EC doesn't solve the verification... http://t.co/ivvUJuzk,Twitter,12/7/2012 15:17,bigxghdotcom,,,,,,,Y
People of Tamale and northern region in general have vowed for chaos if EC doesn't solve the verification... http://t.co/MFKOdvdd,Twitter,12/7/2012 15:17,omgGhanaDotCom,,,,,,,Y
The ALL die be DIE slogan is really living to the billing....People butchered for trynna steal ballot boxes.... #Welldone People,Twitter,12/7/2012 15:18,DonClyt,,,,,,,Y
I think the electoral commission should discontinue the use of verification machine and allow people to vote.  #ghanadecides,Twitter,12/7/2012 15:19,Abumubarik,,,,,,,
"""@DonClyt: The ALL die be DIE slogan is really living to the billing....People butchered for trynna steal ballot boxes.... #Welldone People""",Twitter,12/7/2012 15:19,oneguydeprince,,,,,,,Y
"Well done Ghana, well done President JohnDramaniMahama.Heading to the northern region next week with great pleasure to start work with great weavers!",Twitter,12/9/2012 23:31,fashaks,,,,,,,
CODEO Mid Day Statement-77% of polling officers were at their polling stations by 6:00am as required by the (EC) #ghanadecides #codeo,Twitter,12/7/2012 15:25,CodeoElections,,,,,,,
#ghanadecides data nerds: Get per polling station data ASAP you can verify claims of voter fraud: http://t.co/I2mw4B4u #OpenData,Twitter,12/7/2012 15:26,mihi_tr,,,,,,,
